L1,C,L1L2,L2,AaA,LoR,Edu.day,Sex,Family,ISO639.3,Enroll,Speaking,morph,lex,new_feat,new_sounds,NotMono
Russian,USSR,RussianMonolingual,Monolingual,29,7,4,Female,Indo-European,rus,90,559,0.0468,0.396083,12,22,FALSE
Serbian,Yugoslavia,SerbianEnglish,English,27,3,3,Male,Indo-European,srp,85,451,0.0638,0.395005,11,19,TRUE
Serbian,Yugoslavia,SerbianRussian,Russian,34,3,3,Male,Indo-European,srp,85,455,0.0638,0.395005,11,19,TRUE
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,27,2,3,Male,Indo-European,srp,85,514,0.0638,0.395005,11,19,FALSE
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,26,3,3,Male,Indo-European,srp,85,486,0.0638,0.395005,11,19,FALSE
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,42,2,4,Male,Indo-European,srp,85,441,0.0638,0.395005,11,19,FALSE
Serbian,Yugoslavia,SerbianEnglish,English,31,6,4,Female,Indo-European,srp,85,530,0.0638,0.395005,11,19,TRUE
Serbian,Germany,SerbianEnglish,English,25,3,1,Male,Indo-European,srp,101,538,0.0638,0.395005,11,19,TRUE
Serbian,Yugoslavia,SerbianEnglish,English,19,3,3,Female,Indo-European,srp,85,538,0.0638,0.395005,11,19,TRUE
Serbian,Yugoslavia,SerbianEnglish,English,19,3,3,Male,Indo-European,srp,85,486,0.0638,0.395005,11,19,TRUE
Serbian,Yugoslavia,SerbianEnglish,English,44,3,4,Female,Indo-European,srp,85,508,0.0638,0.395005,11,19,TRUE
Somali,Somalia,SomaliEnglish,English,19,5,3,Male,Afro-Asiatic,som,8,502,0.042,0.595079,21,20,TRUE
Somali,Somalia,SomaliEnglish,English,25,6,2,Male,Afro-Asiatic,som,8,459,0.042,0.595079,21,20,TRUE
Somali,Somalia,SomaliMonolingual,Monolingual,20,3,3,Male,Afro-Asiatic,som,8,465,0.042,0.595079,21,20,FALSE
Somali,Somalia,SomaliArabic,Arabic,17,7,3,Male,Afro-Asiatic,som,8,447,0.042,0.595079,21,20,TRUE
Somali,Somalia,SomaliEnglish,English,12,10,1,Male,Afro-Asiatic,som,8,491,0.042,0.595079,21,20,TRUE
Somali,Somalia,SomaliEnglish,English,24,3,3,Male,Afro-Asiatic,som,8,468,0.042,0.595079,21,20,TRUE
Somali,Somalia,SomaliEnglish,English,37,4,4,Male,Afro-Asiatic,som,8,467,0.042,0.595079,21,20,TRUE
Somali,Somalia,SomaliEnglish,English,25,3,3,Male,Afro-Asiatic,som,8,467,0.042,0.595079,21,20,TRUE
Somali,Somalia,SomaliEnglish,English,30,11,3,Female,Afro-Asiatic,som,8,430,0.042,0.595079,21,20,TRUE
Somali,Somalia,SomaliArabic,Arabic,20,4,3,Male,Afro-Asiatic,som,8,478,0.042,0.595079,21,20,TRUE
Spanish,Spain,SpanishCatalan,Catalan,25,4,4,Female,Indo-European,spa,118,521,0.0193,0.398649,18,23,TRUE
Spanish,Spain,SpanishEnglish,English,28,2,1,Female,Indo-European,spa,118,521,0.0193,0.398649,18,23,TRUE
Spanish,Mexico,SpanishEnglish,English,23,2,4,Female,Indo-European,spa,83,501,0.0193,0.398649,18,23,TRUE
Spanish,Venezuela,SpanishEnglish,English,17,2,1,Female,Indo-European,spa,74,491,0.0193,0.398649,18,23,TRUE
Spanish,Peru,SpanishEnglish,English,21,2,3,Female,Indo-European,spa,85,529,0.0193,0.398649,18,23,TRUE
Spanish,Spain,SpanishEnglish,English,25,3,4,Female,Indo-European,spa,118,491,0.0193,0.398649,18,23,TRUE
Spanish,DominicanRepublic,SpanishEnglish,English,23,1,3,Female,Indo-European,spa,68,570,0.0193,0.398649,18,23,TRUE
Spanish,Venezuela,SpanishEnglish,English,27,2,4,Female,Indo-European,spa,74,541,0.0193,0.398649,18,23,TRUE
Spanish,Spain,SpanishEnglish,English,30,2,4,Female,Indo-European,spa,118,506,0.0193,0.398649,18,23,TRUE
Spanish,Peru,SpanishJapanese,Japanese,33,1,4,Female,Indo-European,spa,85,551,0.0193,0.398649,18,23,TRUE
Swahili,Kenya,SwahiliEnglish,English,15,4,3,Male,Niger-Congo,swa,48,529,0.0623,0.595079,15,20,TRUE
Swahili,Kenya,SwahiliEnglish,English,29,2,3,Male,Niger-Congo,swa,48,498,0.0623,0.595079,15,20,TRUE
Swahili,"Congo,Republic",SwahiliFrench,French,38,7,4,Male,Niger-Congo,swa,43,453,0.0623,0.595079,15,20,TRUE
Swahili,Somalia,SwahiliEnglish,English,30,6,2,Male,Niger-Congo,swa,8,475,0.0623,0.595079,15,20,TRUE
Swahili,"Congo,DemocraticRepublicofthe",SwahiliFrench,French,23,2,2,Male,Niger-Congo,swa,22,459,0.0623,0.595079,15,20,TRUE
Swahili,CapeVerde,SwahiliFrench,French,19,7,1,Female,Niger-Congo,swa,68,465,0.0623,0.595079,15,20,TRUE
Swahili,Tanzania,SwahiliEnglish,English,28,2,2,Female,Niger-Congo,swa,11,508,0.0623,0.595079,15,20,TRUE
Swahili,Kenya,SwahiliEnglish,English,43,0,3,Female,Niger-Congo,swa,48,520,0.0623,0.595079,15,20,TRUE
Swahili,Somalia,SwahiliDutch,Dutch,17,9,2,Male,Niger-Congo,swa,8,486,0.0623,0.595079,15,20,TRUE
Swahili,Kenya,SwahiliEnglish,English,29,1,3,Male,Niger-Congo,swa,48,465,0.0623,0.595079,15,20,TRUE
Swedish,Thailand,SwedishEnglish,English,27,1,3,Female,Indo-European,swe,70,545,0,0.100457,8,22,TRUE
Swedish,Finland,SwedishEnglish,English,26,2,4,Female,Indo-European,swe,111,557,0,0.100457,8,22,TRUE
Swedish,Sweden,SwedishEnglish,English,20,2,3,Female,Indo-European,swe,103,520,0,0.100457,8,22,TRUE
Swedish,Finland,SwedishFinnish,Finnish,22,1,3,Female,Indo-European,swe,111,546,0,0.100457,8,22,TRUE
Swedish,Finland,SwedishFinnish,Finnish,19,2,3,Female,Indo-European,swe,111,553,0,0.100457,8,22,TRUE
Swedish,Sweden,SwedishEnglish,English,23,2,1,Female,Indo-European,swe,103,581,0,0.100457,8,22,TRUE
Swedish,Sweden,SwedishEnglish,English,33,2,4,Female,Indo-European,swe,103,551,0,0.100457,8,22,TRUE
Swedish,Sweden,SwedishEnglish,English,26,3,3,Female,Indo-European,swe,103,523,0,0.100457,8,22,TRUE
Swedish,Sweden,SwedishEnglish,English,48,11,3,Female,Indo-European,swe,103,533,0,0.100457,8,22,TRUE
Swedish,Sweden,SwedishEnglish,English,30,3,3,Female,Indo-European,swe,103,534,0,0.100457,8,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,32,12,1,Female,Austronesian,tgl,83,466,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,25,2,3,Female,Austronesian,tgl,83,520,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,25,17,4,Female,Austronesian,tgl,83,546,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,24,2,3,Female,Austronesian,tgl,83,506,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,17,2,2,Male,Austronesian,tgl,83,562,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,25,2,3,Female,Austronesian,tgl,83,502,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,31,1,3,Female,Austronesian,tgl,83,494,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,29,5,3,Female,Austronesian,tgl,83,478,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,25,15,4,Female,Austronesian,tgl,83,489,0.2423,0.595079,24,22,TRUE
Tagalog,Philippines,TagalogEnglish,English,32,13,3,Female,Austronesian,tgl,83,520,0.2423,0.595079,24,22,TRUE
Tamazight,Morocco,TamazightMonolingual,Monolingual,10,25,3,Male,Afro-Asiatic,tzm,49,584,0.0838,0.595079,20,26,FALSE
Tamazight,Morocco,TamazightArabic,Arabic,25,3,3,Male,Afro-Asiatic,tzm,49,450,0.0838,0.595079,20,26,TRUE
Tamazight,Algeria,TamazightArabic,Arabic,29,6,4,Male,Afro-Asiatic,tzm,83,456,0.0838,0.595079,20,26,TRUE
Tamazight,Morocco,TamazightFrench,French,26,1,3,Male,Afro-Asiatic,tzm,49,445,0.0838,0.595079,20,26,TRUE
Tamazight,Morocco,TamazightFrench,French,28,1,4,Male,Afro-Asiatic,tzm,49,481,0.0838,0.595079,20,26,TRUE
Tamazight,Morocco,TamazightArabic,Arabic,27,3,3,Female,Afro-Asiatic,tzm,49,513,0.0838,0.595079,20,26,TRUE
Tamazight,Morocco,TamazightArabic,Arabic,18,2,3,Male,Afro-Asiatic,tzm,49,480,0.0838,0.595079,20,26,TRUE
Tamazight,Morocco,TamazightArabic,Arabic,27,2,4,Male,Afro-Asiatic,tzm,49,452,0.0838,0.595079,20,26,TRUE
Tamazight,Morocco,TamazightArabic,Arabic,24,2,4,Male,Afro-Asiatic,tzm,49,468,0.0838,0.595079,20,26,TRUE
Tamazight,Morocco,TamazightArabic,Arabic,38,2,4,Male,Afro-Asiatic,tzm,49,488,0.0838,0.595079,20,26,TRUE
Tamil,India,TamilEnglish,English,16,3,2,Female,Dravidian,tam,54,548,0.0458,0.595079,21,24,TRUE
Tamil,India,TamilMonolingual,Monolingual,32,1,3,Male,Dravidian,tam,54,543,0.0458,0.595079,21,24,FALSE
Tamil,India,TamilEnglish,English,25,3,1,Female,Dravidian,tam,54,518,0.0458,0.595079,21,24,TRUE
Tamil,India,TamilEnglish,English,25,2,3,Female,Dravidian,tam,54,523,0.0458,0.595079,21,24,TRUE
Tamil,India,TamilEnglish,English,27,2,4,Female,Dravidian,tam,54,501,0.0458,0.595079,21,24,TRUE
Tamil,India,TamilEnglish,English,34,6,4,Female,Dravidian,tam,54,540,0.0458,0.595079,21,24,TRUE
Tamil,India,TamilEnglish,English,31,8,3,Male,Dravidian,tam,54,547,0.0458,0.595079,21,24,TRUE
Tamil,Malaysia,TamilEnglish,English,35,2,3,Female,Dravidian,tam,69,555,0.0458,0.595079,21,24,TRUE
Tamil,India,TamilEnglish,English,46,11,4,Female,Dravidian,tam,54,501,0.0458,0.595079,21,24,TRUE
Tamil,Malaysia,TamilEnglish,English,34,2,4,Female,Dravidian,tam,69,529,0.0458,0.595079,21,24,TRUE
Thai,Thailand,ThaiEnglish,English,25,1,4,Female,Tai-Kadai,tha,70,482,0.2404,0.595079,20,18,TRUE
Thai,Thailand,ThaiMonolingual,Monolingual,27,3,2,Female,Tai-Kadai,tha,70,438,0.2404,0.595079,20,18,FALSE
Thai,Thailand,ThaiEnglish,English,26,2,4,Female,Tai-Kadai,tha,70,500,0.2404,0.595079,20,18,TRUE
Thai,Thailand,ThaiEnglish,English,24,2,3,Female,Tai-Kadai,tha,70,486,0.2404,0.595079,20,18,TRUE
Thai,Thailand,ThaiEnglish,English,33,2,4,Female,Tai-Kadai,tha,70,490,0.2404,0.595079,20,18,TRUE
Thai,Thailand,ThaiEnglish,English,23,10,3,Female,Tai-Kadai,tha,70,469,0.2404,0.595079,20,18,TRUE
Thai,Thailand,ThaiEnglish,English,23,20,3,Female,Tai-Kadai,tha,70,467,0.2404,0.595079,20,18,TRUE
Thai,UnitedKingdom,ThaiEnglish,English,17,1,3,Female,Tai-Kadai,tha,105,486,0.2404,0.595079,20,18,TRUE
Thai,Thailand,ThaiEnglish,English,35,2,3,Female,Tai-Kadai,tha,70,505,0.2404,0.595079,20,18,TRUE
Thai,Thailand,ThaiEnglish,English,21,2,3,Female,Tai-Kadai,tha,70,464,0.2404,0.595079,20,18,TRUE
Tigrigna,Eritrea,TigrignaArabic,Arabic,23,9,4,Male,Afro-Asiatic,tir,30,455,0.0458,0.595079,17,25,TRUE
Tigrigna,Eritrea,TigrignaGerman,German,29,2,4,Female,Afro-Asiatic,tir,30,558,0.0458,0.595079,17,25,TRUE
Tigrigna,Sudan,TigrignaArabic,Arabic,16,5,3,Male,Afro-Asiatic,tir,31,494,0.0458,0.595079,17,25,TRUE
Tigrigna,Eritrea,TigrignaEnglish,English,24,4,3,Male,Afro-Asiatic,tir,30,453,0.0458,0.595079,17,25,TRUE
Tigrigna,Sudan,TigrignaArabic,Arabic,23,7,3,Female,Afro-Asiatic,tir,31,521,0.0458,0.595079,17,25,TRUE
Tigrigna,Eritrea,TigrignaEnglish,English,26,8,3,Male,Afro-Asiatic,tir,30,488,0.0458,0.595079,17,25,TRUE
Tigrigna,Eritrea,TigrignaEnglish,English,27,13,3,Female,Afro-Asiatic,tir,30,504,0.0458,0.595079,17,25,TRUE
Tigrigna,Eritrea,TigrignaMonolingual,Monolingual,20,15,2,Female,Afro-Asiatic,tir,30,510,0.0458,0.595079,17,25,FALSE
Tigrigna,Ethiopia,TigrignaEnglish,English,25,2,3,Male,Afro-Asiatic,tir,25,493,0.0458,0.595079,17,25,TRUE
Tigrigna,Sudan,TigrignaMonolingual,Monolingual,28,7,3,Female,Afro-Asiatic,tir,31,532,0.0458,0.595079,17,25,FALSE
Turkish,Turkey,TurkishMonolingual,Monolingual,27,9,3,Male,Altaic,tur,79,508,0.05,0.595079,8,20,FALSE
Turkish,Turkey,TurkishEnglish,English,22,2,3,Female,Altaic,tur,79,495,0.05,0.595079,8,20,TRUE
Turkish,Belgium,TurkishFrench,French,20,4,3,Female,Altaic,tur,109,505,0.05,0.595079,8,20,TRUE
Turkish,Netherlands,TurkishEnglish,English,18,2,3,Female,Altaic,tur,118,543,0.05,0.595079,8,20,TRUE
Turkish,Turkey,TurkishMonolingual,Monolingual,19,5,3,Female,Altaic,tur,79,450,0.05,0.595079,8,20,FALSE
Turkish,Turkey,TurkishMonolingual,Monolingual,19,20,3,Male,Altaic,tur,79,514,0.05,0.595079,8,20,FALSE
Turkish,Germany,TurkishEnglish,English,22,2,4,Female,Altaic,tur,101,547,0.05,0.595079,8,20,TRUE
Turkish,Turkey,TurkishMonolingual,Monolingual,34,10,3,Female,Altaic,tur,79,505,0.05,0.595079,8,20,FALSE
Turkish,Turkey,TurkishEnglish,English,30,1,3,Female,Altaic,tur,79,529,0.05,0.595079,8,20,TRUE
Turkish,Turkey,TurkishEnglish,English,26,4,3,Male,Altaic,tur,79,523,0.05,0.595079,8,20,TRUE
Ukranian,Ukraine,UkranianEnglish,English,24,1,3,Female,Indo-European,ukr,92,495,0.0468,0.3941,20,22,TRUE
Ukranian,Ukraine,UkranianRussian,Russian,32,1,3,Female,Indo-European,ukr,92,507,0.0468,0.3941,20,22,TRUE
Ukranian,USSR,UkranianGerman,German,27,1,2,Female,Indo-European,ukr,90,541,0.0468,0.3941,20,22,TRUE
Ukranian,Ukraine,UkranianEnglish,English,26,0,4,Female,Indo-European,ukr,92,548,0.0468,0.3941,20,22,TRUE
Ukranian,USSR,UkranianEnglish,English,23,2,3,Female,Indo-European,ukr,90,528,0.0468,0.3941,20,22,TRUE
Ukranian,USSR,UkranianGerman,German,26,5,3,Female,Indo-European,ukr,90,501,0.0468,0.3941,20,22,TRUE
Ukranian,Ukraine,UkranianEnglish,English,22,3,3,Female,Indo-European,ukr,92,503,0.0468,0.3941,20,22,TRUE
Ukranian,USSR,UkranianMonolingual,Monolingual,25,4,3,Male,Indo-European,ukr,90,534,0.0468,0.3941,20,22,FALSE
Ukranian,Ukraine,UkranianPolish,Polish,26,1,3,Male,Indo-European,ukr,92,502,0.0468,0.3941,20,22,TRUE
Ukranian,USSR,UkranianRussian,Russian,18,1,3,Female,Indo-European,ukr,90,549,0.0468,0.3941,20,22,TRUE
Vietnamese,Vietnam,VietnameseMonolingual,Monolingual,28,4,3,Male,Austro-Asiatic,vie,67,500,0.2859,0.595079,17,19,FALSE
Vietnamese,Vietnam,VietnameseEnglish,English,25,2,4,Female,Austro-Asiatic,vie,67,516,0.2859,0.595079,17,19,TRUE
Vietnamese,Vietnam,VietnameseEnglish,English,28,15,3,Male,Austro-Asiatic,vie,67,503,0.2859,0.595079,17,19,TRUE
Vietnamese,Vietnam,VietnameseEnglish,English,25,4,4,Female,Austro-Asiatic,vie,67,521,0.2859,0.595079,17,19,TRUE
Vietnamese,Vietnam,VietnameseEnglish,English,19,2,3,Female,Austro-Asiatic,vie,67,524,0.2859,0.595079,17,19,TRUE
Vietnamese,Vietnam,VietnameseMonolingual,Monolingual,25,10,1,Female,Austro-Asiatic,vie,67,485,0.2859,0.595079,17,19,FALSE
Vietnamese,Vietnam,VietnameseEnglish,English,25,9,3,Female,Austro-Asiatic,vie,67,493,0.2859,0.595079,17,19,TRUE
Vietnamese,Vietnam,VietnameseEnglish,English,43,3,3,Female,Austro-Asiatic,vie,67,497,0.2859,0.595079,17,19,TRUE
Vietnamese,Vietnam,VietnameseEnglish,English,33,1,4,Female,Austro-Asiatic,vie,67,457,0.2859,0.595079,17,19,TRUE
Vietnamese,Vietnam,VietnameseEnglish,English,34,2,4,Male,Austro-Asiatic,vie,67,524,0.2859,0.595079,17,19,TRUE
Wolof,Senegal,WolofFrench,French,27,2,3,Female,Niger-Congo,wol,23,489,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,32,2,4,Female,Niger-Congo,wol,23,500,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,30,2,4,Male,Niger-Congo,wol,23,551,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,33,4,3,Male,Niger-Congo,wol,23,495,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,35,2,4,Male,Niger-Congo,wol,23,487,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,26,2,2,Male,Niger-Congo,wol,23,539,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,33,2,4,Male,Niger-Congo,wol,23,498,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,23,3,3,Male,Niger-Congo,wol,23,508,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,25,5,3,Male,Niger-Congo,wol,23,547,0.1271,0.595079,16,16,TRUE
Wolof,Senegal,WolofFrench,French,30,0,4,Male,Niger-Congo,wol,23,440,0.1271,0.595079,16,16,TRUE
Yoruba,Nigeria,YorubaEnglish,English,27,9,3,Male,Niger-Congo,yor,35,523,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,33,4,4,Male,Niger-Congo,yor,35,496,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,37,3,4,Female,Niger-Congo,yor,35,495,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,31,2,3,Male,Niger-Congo,yor,35,428,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,30,4,3,Male,Niger-Congo,yor,35,514,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,28,12,3,Male,Niger-Congo,yor,35,489,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,28,4,4,Male,Niger-Congo,yor,35,533,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,25,7,3,Male,Niger-Congo,yor,35,482,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,28,2,3,Male,Niger-Congo,yor,35,481,0.2162,0.595079,25,22,TRUE
Yoruba,Nigeria,YorubaEnglish,English,27,12,3,Female,Niger-Congo,yor,35,502,0.2162,0.595079,25,22,TRUE
